Symbol,Date,Open,Close,Volume,MarketCap,Sector,Industry
a,2019-02-05,101.96716128383247,99.11620371270863,3392046,91258227925.33801,Transportation,Transportation Services
a,2019-02-09,93.67657645391917,111.94218487827159,5711188,91258227925.33801,Transportation,Transportation Services
a,2019-02-10,92.95337015891793,105.0081504416701,7149724,91258227925.33801,Transportation,Transportation Services
a,2019-02-11,106.46338739498039,111.6775723397087,469782,91258227925.33801,Transportation,Transportation Services
a,2019-02-12,101.11458789170541,112.82178488848525,4123185,91258227925.33801,Transportation,Transportation Services
a,2019-02-12,183.4371962505137,153.52262249851765,5606649,91258227925.33801,Transportation,Transportation Services
a,2019-02-16,111.16725980543862,131.39604979950954,3532172,91258227925.33801,Transportation,Transportation Services
a,2019-02-18,116.27670297894937,135.62699313305433,3645894,91258227925.33801,Transportation,Transportation Services
a,2019-02-20,147.6448415702167,116.56354022591026,3820382,91258227925.33801,Transportation,Transportation Services
a,2019-02-21,135.80190416568993,138.62323449674156,401973,91258227925.33801,Transportation,Transportation Services
a,2019-02-22,139.4274293465487,137.08194293912783,3965093,91258227925.33801,Transportation,Transportation Services
a,2019-02-23,139.00927196515468,135.02609457063716,5023630,91258227925.33801,Transportation,Transportation Services
a,2019-02-24,89.61963165839822,116.46651548213492,7329086,91258227925.33801,Transportation,Transportation Services
a,2019-02-27,107.31940028127954,123.8061876107529,1537704,91258227925.33801,Transportation,Transportation Services
a,2019-03-01,101.0385592769065,109.60422475591757,6569659,91258227925.33801,Transportation,Transportation Services
a,2019-03-01,119.2985793841664,120.72133973628414,1802163,91258227925.33801,Transportation,Transportation Services
a,2019-03-04,138.14510782863647,116.08962618746435,3222050,91258227925.33801,Transportation,Transportation Services
a,2019-03-05,113.6228305145966,124.46538616736021,5184257,91258227925.33801,Transportation,Transportation Services
a,2019-03-07,101.89402816157639,120.08677702002835,4115708,91258227925.33801,Transportation,Transportation Services
a,2019-03-09,103.0524182115455,107.40406382181881,8403585,91258227925.33801,Transportation,Transportation Services
a,2019-03-09,131.67515606433716,158.51673263849105,8148306,91258227925.33801,Transportation,Transportation Services
a,2019-03-11,183.4371962505137,148.1185404615844,3057295,91258227925.33801,Transportation,Transportation Services
a,2019-03-13,183.4371962505137,154.88982824573,7167568,91258227925.33801,Transportation,Transportation Services
a,2019-03-16,121.69648592062288,152.34127184834531,5453345,91258227925.33801,Transportation,Transportation Services
a,2019-03-17,157.35514781341948,135.66157460216704,7386175,91258227925.33801,Transportation,Transportation Services
a,2019-03-18,115.44836836909376,143.61342080965738,6999849,91258227925.33801,Transportation,Transportation Services
a,2019-03-20,118.7925438040974,123.66434609059604,5760655,91258227925.33801,Transportation,Transportation Services
a,2019-03-22,115.59123021631314,135.88658018841704,3939202,91258227925.33801,Transportation,Transportation Services
a,2019-03-23,121.38880035395772,115.25319705302078,7275703,91258227925.33801,Transportation,Transportation Services
a,2019-03-26,123.02590306345529,120.32746474730384,1802311,91258227925.33801,Transportation,Transportation Services
a,2019-03-28,122.41316419607301,109.47608151791592,5241682,91258227925.33801,Transportation,Transportation Services
a,2019-03-30,93.66394157736863,131.53355492018886,6569659,91258227925.33801,Transportation,Transportation Services
a,2019-04-01,124.89342555982351,134.2342057012724,5344780,91258227925.33801,Transportation,Transportation Services
a,2019-04-01,116.27436903647545,119.7685476231483,-648423,91258227925.33801,Transportation,Transportation Services
a,2019-04-02,143.4834353005482,116.45784707224819,2299862,91258227925.33801,Transportation,Transportation Services
a,2019-04-03,113.40894574498947,183.53197063722487,1969337,91258227925.33801,Transportation,Transportation Services
a,2019-04-05,108.31165925304869,139.79045893059973,2276451,91258227925.33801,Transportation,Transportation Services
a,2019-04-07,134.37831332145686,132.46711413604692,3624723,91258227925.33801,Transportation,Transportation Services
a,2019-04-09,138.79729120124995,128.1721079616379,6643609,91258227925.33801,Transportation,Transportation Services
a,2019-04-10,108.60540258440912,121.78553957000486,6491917,91258227925.33801,Transportation,Transportation Services
a,2019-04-11,136.22094335617655,115.04420278791854,1826775,91258227925.33801,Transportation,Transportation Services
a,2019-04-12,134.9558368575644,130.78558745727304,7241251,91258227925.33801,Transportation,Transportation Services
a,2019-04-13,133.35324315464553,137.05641611791197,7438077,91258227925.33801,Transportation,Transportation Services
a,2019-04-15,137.41725558423695,130.37329593771818,9539163,91258227925.33801,Transportation,Transportation Services
a,2019-04-17,104.5913812722807,105.16655191651185,4904531,91258227925.33801,Transportation,Transportation Services
a,2019-04-17,96.35452099036668,119.08431382097442,7127668,91258227925.33801,Transportation,Transportation Services
a,2019-04-19,113.47767859600243,104.3198743075946,9020686,91258227925.33801,Transportation,Transportation Services
a,2019-04-20,111.00768745655915,81.35605830197383,2684094,91258227925.33801,Transportation,Transportation Services
a,2019-04-21,100.62975960095771,95.61424512169481,11049440,91258227925.33801,Transportation,Transportation Services
a,2019-04-21,87.03605385618756,98.53126380261968,5097587,91258227925.33801,Transportation,Transportation Services
a,2019-04-23,91.60575528416481,94.03324127412905,5692450,91258227925.33801,Transportation,Transportation Services
a,2019-04-25,102.11567372862028,94.42754639180247,5619665,91258227925.33801,Transportation,Transportation Services
a,2019-04-28,93.39537148269119,87.08346763861422,4352327,91258227925.33801,Transportation,Transportation Services
a,2019-04-29,100.92491558171024,93.16237989889487,4792591,91258227925.33801,Transportation,Transportation Services
a,2019-04-29,95.79068962429878,98.08692330635951,3846702,91258227925.33801,Transportation,Transportation Services
a,2019-04-30,95.8535393609179,86.92656722513007,4490306,91258227925.33801,Transportation,Transportation Services
a,2019-04-30,127.56707950277573,140.2061958687678,2249092,91258227925.33801,Transportation,Transportation Services
a,2019-05-02,95.45898901796778,131.73765098507158,5728364,91258227925.33801,Transportation,Transportation Services
a,2019-05-04,121.79027355635117,114.52539735893005,5751706,91258227925.33801,Transportation,Transportation Services
a,2019-05-06,120.32148231868052,109.86058145701365,6104149,91258227925.33801,Transportation,Transportation Services
a,2019-05-09,105.45043003863991,107.30273779111234,8784744,91258227925.33801,Transportation,Transportation Services
a,2019-05-11,117.2192910922792,99.47312274662748,10067869,91258227925.33801,Transportation,Transportation Services
a,2019-05-12,101.30474278379106,120.03639929411443,6025334,91258227925.33801,Transportation,Transportation Services
a,2019-05-14,74.6831105371202,116.65354246041026,5548052,91258227925.33801,Transportation,Transportation Services
a,2019-05-16,92.32296001280454,95.59705753024342,4184146,91258227925.33801,Transportation,Transportation Services
a,2019-05-18,102.70093173950514,88.31383759806253,3970347,91258227925.33801,Transportation,Transportation Services
a,2019-05-18,90.25621008104982,97.7657400665155,5272867,91258227925.33801,Transportation,Transportation Services
a,2019-05-19,93.96593267536622,94.49561206295364,7702514,91258227925.33801,Transportation,Transportation Services
a,2019-05-23,72.35560834055367,85.10856246765839,4090656,91258227925.33801,Transportation,Transportation Services
a,2019-05-22,73.81718278241681,98.87245241576179,7686050,91258227925.33801,Transportation,Transportation Services
a,2019-05-23,109.60807655511263,88.5626714360974,824152,91258227925.33801,Transportation,Transportation Services
a,2019-05-25,105.35613349816167,97.87301767383282,4064544,91258227925.33801,Transportation,Transportation Services
a,2019-05-28,88.94736848371117,93.04459486207433,1412598,91258227925.33801,Transportation,Transportation Services
a,2019-05-29,87.59311152454919,89.1859542468297,9411863,91258227925.33801,Transportation,Transportation Services
a,2019-05-30,77.9346258236433,91.0439521946244,7695599,91258227925.33801,Transportation,Transportation Services
a,2019-05-31,80.37996579248328,95.88537542667886,7295903,91258227925.33801,Transportation,Transportation Services
a,2019-06-02,82.59989605397367,80.28510808121219,3998826,91258227925.33801,Transportation,Transportation Services
a,2019-06-05,88.61693136503521,78.23531662697151,2277240,91258227925.33801,Transportation,Transportation Services
a,2019-06-06,82.94581967064386,97.99066226046786,-323496,91258227925.33801,Transportation,Transportation Services
a,2019-06-07,82.91246008686251,93.58972592270874,5239905,91258227925.33801,Transportation,Transportation Services
a,2019-06-07,86.51758520662405,101.91876427058214,3274178,91258227925.33801,Transportation,Transportation Services
a,2019-06-09,88.79521473769525,89.44870143136632,4903116,91258227925.33801,Transportation,Transportation Services
a,2019-06-10,183.4371962505137,98.85884630404082,952063,91258227925.33801,Transportation,Transportation Services
a,2019-06-11,117.03551505800763,114.56140088617103,6151368,91258227925.33801,Transportation,Transportation Services
a,2019-06-12,119.91598174938659,96.62015812843025,6569659,91258227925.33801,Transportation,Transportation Services
a,2019-06-13,91.87879145673408,102.6020017542526,1774609,91258227925.33801,Transportation,Transportation Services
a,2019-06-14,112.65522710054066,102.40874229899539,2139249,91258227925.33801,Transportation,Transportation Services
a,2019-06-18,101.55209681492737,100.29458076910969,1475081,91258227925.33801,Transportation,Transportation Services
a,2019-06-16,108.46004008453912,111.78013608767495,1512416,91258227925.33801,Transportation,Transportation Services
a,2019-06-18,98.45012933113165,116.18989884177952,6050663,91258227925.33801,Transportation,Transportation Services
a,2019-06-21,98.59581647713524,108.67338237333544,7259888,91258227925.33801,Transportation,Transportation Services
a,2019-06-22,102.98466368604322,99.62032331917509,10130241,91258227925.33801,Transportation,Transportation Services
a,2019-06-24,104.6441318818792,98.1034700938395,1177208,91258227925.33801,Transportation,Transportation Services
a,2019-06-25,81.05916937505329,114.2696068476443,4392025,91258227925.33801,Transportation,Transportation Services
a,2019-06-27,108.02085528533024,93.40628042416382,7423643,91258227925.33801,Transportation,Transportation Services
a,2019-06-30,73.20363668681047,87.89268893868416,8402754,91258227925.33801,Transportation,Transportation Services
a,2019-06-30,78.28629655430002,183.53197063722487,12219625,91258227925.33801,Transportation,Transportation Services
a,2019-07-01,107.06721165501868,77.5770353856383,3624560,91258227925.33801,Transportation,Transportation Services
a,2019-07-04,77.16717113805568,102.33251296081164,5221054,91258227925.33801,Transportation,Transportation Services
a,2019-07-04,82.81762831897483,108.37446048789425,4398480,91258227925.33801,Transportation,Transportation Services
a,2019-07-05,72.31780900153997,103.340374713871,-194382,91258227925.33801,Transportation,Transportation Services
a,2019-07-05,91.39569168729224,91.80650014242315,2036540,91258227925.33801,Transportation,Transportation Services
a,2019-07-06,92.26770875055541,99.61816389757291,4151486,91258227925.33801,Transportation,Transportation Services
a,2019-07-08,183.4371962505137,86.46072029421418,7946396,91258227925.33801,Transportation,Transportation Services
a,2019-07-10,122.67166587349924,107.16862542022663,4616566,91258227925.33801,Transportation,Transportation Services
a,2019-07-11,183.4371962505137,110.54640849097937,5098741,91258227925.33801,Transportation,Transportation Services
a,2019-07-12,77.82439529995966,118.76850280072604,4431374,91258227925.33801,Transportation,Transportation Services
a,2019-07-13,101.67665563958812,94.38126805567802,4753928,91258227925.33801,Transportation,Transportation Services
a,2019-07-16,111.11765914075791,87.55770646811413,4228961,91258227925.33801,Transportation,Transportation Services
a,2019-07-19,97.8546756768081,101.48918860007336,2133618,91258227925.33801,Transportation,Transportation Services
a,2019-07-20,90.81490852851904,183.53197063722487,4544778,91258227925.33801,Transportation,Transportation Services
a,2019-07-21,120.18118254365055,112.11753254580839,6365273,91258227925.33801,Transportation,Transportation Services
a,2019-07-23,103.18700596946825,109.85456843344664,-1602153,91258227925.33801,Transportation,Transportation Services
a,2019-07-24,100.47557023594197,111.19286558232025,6867181,91258227925.33801,Transportation,Transportation Services
a,2019-07-25,98.86980903966563,101.06415122618377,6857815,91258227925.33801,Transportation,Transportation Services
a,2019-07-27,86.71536489573914,99.46531020505867,-831898,91258227925.33801,Transportation,Transportation Services
a,2019-07-28,110.00300418951531,102.97486188422646,3088583,91258227925.33801,Transportation,Transportation Services
a,2019-07-30,120.60964963334104,106.72015919976721,6068369,91258227925.33801,Transportation,Transportation Services
a,2019-07-31,109.23277685046244,106.28164738620556,4237378,91258227925.33801,Transportation,Transportation Services
a,2019-08-02,90.60693319596524,111.34201929026004,5681330,91258227925.33801,Transportation,Transportation Services
a,2019-08-04,104.80518268679947,95.55062118766027,6599739,91258227925.33801,Transportation,Transportation Services
a,2019-08-07,86.53979275700559,119.26638993021064,7366114,91258227925.33801,Transportation,Transportation Services
a,2019-08-08,88.98951983575894,94.34223168224375,4496164,91258227925.33801,Transportation,Transportation Services
a,2019-08-09,89.90436386599656,106.17959277016178,6178385,91258227925.33801,Transportation,Transportation Services
a,2019-08-09,82.53070255641981,90.43832221658299,5825604,91258227925.33801,Transportation,Transportation Services
a,2019-08-10,96.1888110747184,89.51529237556967,5460720,91258227925.33801,Transportation,Transportation Services
a,2019-08-11,92.66736568944471,82.43971926452383,-2476664,91258227925.33801,Transportation,Transportation Services
a,2019-08-10,115.71588117028206,137.81708554447957,4627465,91258227925.33801,Transportation,Transportation Services
a,2019-08-13,111.39415235593891,132.59437517132085,3008521,91258227925.33801,Transportation,Transportation Services
a,2019-08-14,137.12165211827323,110.44135614128867,3853678,91258227925.33801,Transportation,Transportation Services
a,2019-08-15,156.17807306232925,165.177324828383,2268448,91258227925.33801,Transportation,Transportation Services
a,2019-08-18,143.53437403375247,170.54561291608647,1910013,91258227925.33801,Transportation,Transportation Services
a,2019-08-20,178.65132875577436,140.85368878022678,7204551,91258227925.33801,Transportation,Transportation Services
a,2019-08-21,160.94205326571074,150.83927123012705,3282955,91258227925.33801,Transportation,Transportation Services
a,2019-08-22,141.28447103733384,147.33427979291997,7226653,91258227925.33801,Transportation,Transportation Services
a,2019-08-24,121.91605638467774,148.21127708563347,6196939,91258227925.33801,Transportation,Transportation Services
a,2019-08-26,128.52228055710654,122.8208198327161,5901068,91258227925.33801,Transportation,Transportation Services
a,2019-08-27,144.30665892735473,122.04218594960854,5459330,91258227925.33801,Transportation,Transportation Services
a,2019-08-29,183.4371962505137,140.04170675619798,5546176,91258227925.33801,Transportation,Transportation Services
a,2019-08-30,119.6352944571284,132.27641350760692,2564081,91258227925.33801,Transportation,Transportation Services
a,2019-09-01,124.30376289058563,120.49251566061568,4574969,91258227925.33801,Transportation,Transportation Services
a,2019-09-02,107.39905264886691,116.89707869301056,9140846,91258227925.33801,Transportation,Transportation Services
a,2019-09-03,104.6680328566873,129.34569215545855,1539223,91258227925.33801,Transportation,Transportation Services
a,2019-09-05,115.51514456908535,125.76322049560301,4623801,91258227925.33801,Transportation,Transportation Services
a,2019-09-06,108.19929659394715,109.03574385194268,3214192,91258227925.33801,Transportation,Transportation Services
a,2019-09-06,111.03456289188854,82.39904137954645,451771,91258227925.33801,Transportation,Transportation Services
a,2019-09-08,113.94547173895647,114.64403387500022,7614743,91258227925.33801,Transportation,Transportation Services
a,2019-09-10,92.63787553660696,104.35402125894592,1845314,91258227925.33801,Transportation,Transportation Services
a,2019-09-13,113.19230148324682,91.65573564641832,8701076,91258227925.33801,Transportation,Transportation Services
a,2019-09-14,90.51657628018923,86.0137024662928,6411730,91258227925.33801,Transportation,Transportation Services
a,2019-09-16,95.3092745050637,99.39712163999518,2734150,91258227925.33801,Transportation,Transportation Services
a,2019-09-20,73.36378374708858,97.56344790870291,8276428,91258227925.33801,Transportation,Transportation Services
a,2019-09-18,91.56678897391416,92.83780829832553,3759116,91258227925.33801,Transportation,Transportation Services
a,2019-09-19,89.28700098476557,114.75701288203545,10782542,91258227925.33801,Transportation,Transportation Services
a,2019-09-19,96.43115502633364,183.53197063722487,6569659,91258227925.33801,Transportation,Transportation Services
a,2019-09-22,117.54622729724429,112.2428755582365,7668442,91258227925.33801,Transportation,Transportation Services
a,2019-09-24,128.0723473386099,183.53197063722487,7752119,91258227925.33801,Transportation,Transportation Services
a,2019-09-26,114.65765322674538,114.84843278559542,4833567,91258227925.33801,Transportation,Transportation Services
a,2019-09-27,131.49087989953546,113.4461913007016,5482104,91258227925.33801,Transportation,Transportation Services
a,2019-09-29,130.48751715257552,119.31051323380122,3873777,91258227925.33801,Transportation,Transportation Services
a,2019-09-30,98.40046724691216,127.6528416804782,7108912,91258227925.33801,Transportation,Transportation Services
a,2019-10-02,90.87805658861227,102.12315440304074,4706066,91258227925.33801,Transportation,Transportation Services
a,2019-10-04,106.50854830442876,113.43382290624041,7409035,91258227925.33801,Transportation,Transportation Services
a,2019-10-05,101.7111997430461,105.03113160327364,8656821,91258227925.33801,Transportation,Transportation Services
a,2019-10-07,88.29433839888439,100.0817636255207,8207634,91258227925.33801,Transportation,Transportation Services
a,2019-10-07,90.73764274872455,99.92567957873979,6038565,91258227925.33801,Transportation,Transportation Services
a,2019-10-09,92.44928245565048,93.91386739458497,8649313,91258227925.33801,Transportation,Transportation Services
a,2019-10-10,92.91342113604667,103.52758603301481,8248045,91258227925.33801,Transportation,Transportation Services
a,2019-10-12,92.97115550250678,96.7928767440571,5347130,91258227925.33801,Transportation,Transportation Services
a,2019-10-14,67.89088167858382,85.92131257863919,4954689,91258227925.33801,Transportation,Transportation Services
a,2019-10-15,107.53319292157849,88.72632223662248,7503105,91258227925.33801,Transportation,Transportation Services
a,2019-10-16,60.45749425464629,101.0729908097341,2618742,91258227925.33801,Transportation,Transportation Services
a,2019-10-19,97.30204021523916,84.96967479046548,3847611,91258227925.33801,Transportation,Transportation Services
a,2019-10-20,83.24787218818024,96.68399273774304,849729,91258227925.33801,Transportation,Transportation Services
a,2019-10-21,89.41454304416742,94.02838696459247,5817308,91258227925.33801,Transportation,Transportation Services
a,2019-10-23,94.27452198667352,86.81299569387473,3771010,91258227925.33801,Transportation,Transportation Services
a,2019-10-24,94.5220251795469,91.51177420627397,1353325,91258227925.33801,Transportation,Transportation Services
a,2019-10-27,84.37851815505711,98.79588950838745,5162930,91258227925.33801,Transportation,Transportation Services
a,2019-10-27,90.2540428487526,103.74314195522119,4278244,91258227925.33801,Transportation,Transportation Services
a,2019-10-28,95.65177617600145,118.97722933266216,2305898,91258227925.33801,Transportation,Transportation Services
a,2019-10-30,82.0351872659231,99.67126284583104,8973900,91258227925.33801,Transportation,Transportation Services
a,2019-11-02,83.4161704986774,95.95942778698725,3303422,91258227925.33801,Transportation,Transportation Services
a,2019-11-04,81.18792227679124,183.53197063722487,7905156,91258227925.33801,Transportation,Transportation Services
a,2019-11-06,107.5234272149113,183.53197063722487,5407747,91258227925.33801,Transportation,Transportation Services
a,2019-11-07,134.52590008605296,107.61430019324912,6569659,91258227925.33801,Transportation,Transportation Services
a,2019-11-09,127.0395909552303,121.06220355837226,5081398,91258227925.33801,Transportation,Transportation Services
a,2019-11-09,108.16751636973461,142.1641416798237,5667339,91258227925.33801,Transportation,Transportation Services
a,2019-11-10,125.76520133204144,115.11777673978256,6569659,91258227925.33801,Transportation,Transportation Services
a,2019-11-12,92.24504494074289,120.13425796086621,3445221,91258227925.33801,Transportation,Transportation Services
a,2019-11-13,110.06457289003971,114.79493004305397,-3921284,91258227925.33801,Transportation,Transportation Services
a,2019-11-14,110.81464584615051,129.52177279740096,5565095,91258227925.33801,Transportation,Transportation Services
a,2019-11-18,130.0406768465678,126.89257604819394,6712411,91258227925.33801,Transportation,Transportation Services
a,2019-11-20,132.29296204366938,118.26777155498493,7693525,91258227925.33801,Transportation,Transportation Services
a,2019-11-23,111.19180129829408,120.51469801178914,4779547,91258227925.33801,Transportation,Transportation Services
a,2019-11-25,113.28400085465634,126.51379506508731,6569659,91258227925.33801,Transportation,Transportation Services
a,2019-11-28,120.79583857806497,111.23563705287533,214096,91258227925.33801,Transportation,Transportation Services
a,2019-12-01,105.17896445141963,117.59712630825882,7738527,91258227925.33801,Transportation,Transportation Services
a,2019-12-02,117.45141746490619,117.58965611401719,-2027107,91258227925.33801,Transportation,Transportation Services
a,2019-12-03,111.52736694845878,110.42412027008602,3046812,91258227925.33801,Transportation,Transportation Services
a,2019-12-07,97.25449271799792,113.74487178738644,3385712,91258227925.33801,Transportation,Transportation Services
a,2019-12-06,125.01487392355567,99.64642949740613,4187015,91258227925.33801,Transportation,Transportation Services
a,2019-12-10,115.54983783428037,126.07497162767658,6135147,91258227925.33801,Transportation,Transportation Services
a,2019-12-11,129.64431462722345,107.77256121790536,9403112,91258227925.33801,Transportation,Transportation Services
a,2019-12-14,123.43392622094942,112.05775782467039,8422911,91258227925.33801,Transportation,Transportation Services
a,2019-12-16,122.61101407894672,121.49271410042832,9194276,91258227925.33801,Transportation,Transportation Services
a,2019-12-17,94.18473539518624,88.21173909133577,8468700,91258227925.33801,Transportation,Transportation Services
a,2019-12-19,183.4371962505137,89.8123620741895,11943476,91258227925.33801,Transportation,Transportation Services
a,2019-12-19,110.53750333870232,183.53197063722487,4170327,91258227925.33801,Transportation,Transportation Services
a,2019-12-22,103.86318244619802,130.148553695566,2369021,91258227925.33801,Transportation,Transportation Services
a,2019-12-23,93.84590134813608,119.52171958932519,7072591,91258227925.33801,Transportation,Transportation Services
a,2019-12-24,94.62587684541649,98.62530397995299,10352789,91258227925.33801,Transportation,Transportation Services
a,2019-12-25,183.4371962505137,116.88861218026548,4425134,91258227925.33801,Transportation,Transportation Services
a,2019-12-25,100.50612206937876,105.12797200618049,11466352,91258227925.33801,Transportation,Transportation Services
a,2019-12-26,95.08809397167062,96.07291153687666,6428458,91258227925.33801,Transportation,Transportation Services
a,2019-12-27,73.39027311674558,97.48732390815829,9716296,91258227925.33801,Transportation,Transportation Services
a,2019-12-28,103.42383971103227,97.8705071267669,7008443,91258227925.33801,Transportation,Transportation Services
a,2019-12-31,99.94345767454784,100.95306390758458,2564230,91258227925.33801,Transportation,Transportation Services
a,2019-12-31,87.74456333297897,83.41648885776664,3476581,91258227925.33801,Transportation,Transportation Services
a,2020-01-02,74.8152590619311,101.34130333287143,8561620,91258227925.33801,Transportation,Transportation Services
a,2020-01-04,183.4371962505137,98.38591541689345,6789298,91258227925.33801,Transportation,Transportation Services
a,2020-01-06,93.78366580690484,112.96141870728869,4017997,91258227925.33801,Transportation,Transportation Services
a,2020-01-08,81.74384807079521,93.6258918454767,6637686,91258227925.33801,Transportation,Transportation Services
a,2020-01-10,99.82237344093849,84.98065623934477,4425018,91258227925.33801,Transportation,Transportation Services
a,2020-01-11,89.07032162614362,103.45217306153432,4473846,91258227925.33801,Transportation,Transportation Services
a,2020-01-12,95.99628714327953,93.61723660279485,7035979,91258227925.33801,Transportation,Transportation Services
a,2020-01-15,93.98855261407961,88.42143999643385,9031476,91258227925.33801,Transportation,Transportation Services
a,2020-01-15,67.42607615748081,78.78949794643451,5000350,91258227925.33801,Transportation,Transportation Services
a,2020-01-17,78.08162032840109,91.3041712758219,1197989,91258227925.33801,Transportation,Transportation Services
a,2020-01-18,87.2409231149227,81.6371166794459,2454625,91258227925.33801,Transportation,Transportation Services
a,2020-01-20,88.35816207390427,96.99443153839577,7614440,91258227925.33801,Transportation,Transportation Services
