student_id,gender,second_perc,high_perc,high_spec,degree_perc,degree_type,work_experience,experience_years,employability_perc,mba_spec,mba_perc,salary,placed,start_date,end_date,duration
17329,M,66.26,56.3,Arts,72.35,Comm&Mgmt,False,0,74.82,Mkt&Fin,58.23,26300.0,False,2020-03-16,,3.0
17477,M,82.5,58.59,Commerce,71.81,Comm&Mgmt,False,0,80.2,Mkt&Fin,59.64,25900.0,True,2020-03-22,2020-08-17,
17273,F,63.22,74.75,Science,59.78,Comm&Mgmt,False,0,84.19,Mkt&HR,54.9,21400.0,False,2020-07-22,2020-07-20,3.0
17394,F,81.67,56.54,Science,60.63,Comm&Mgmt,False,0,97.7,Mkt&HR,51.81,,False,2020-01-15,,4.0
17456,F,69.37,57.33,Commerce,75.56,Comm&Mgmt,False,0,97.63,Mkt&Fin,51.29,,True,2020-02-22,2021-01-28,
17302,M,83.28,60.25,Arts,67.55,Comm&Mgmt,False,1,60.62,Mkt&HR,76.57,,True,,2020-07-19,3.0
17264,F,84.41,63.15,Commerce,76.82,Comm&Mgmt,True,0,88.76,Mkt&HR,51.42,25200.0,False,2020-01-31,,3.0
17321,F,85.99,82.89,Commerce,63.29,Comm&Mgmt,False,1,57.95,Mkt&HR,51.63,22100.0,True,2020-03-05,,3.0
17269,M,66.76,38.15,Science,58.51,Comm&Mgmt,False,0,67.95,Mkt&HR,51.43,,False,2020-01-24,2020-07-24,3.0
17319,F,64.91,58.69,Science,62.8,Comm&Mgmt,True,1,52.7,Mkt&HR,62.53,20900.0,False,2020-07-28,,
17422,F,81.14,76.92,Science,64.93,Comm&Mgmt,False,0,95.5,Mkt&HR,51.96,21900.0,True,,2020-09-11,
17265,F,78.82,77.05,Science,79.86,Comm&Mgmt,True,0,88.24,Mkt&HR,52.08,,True,2020-02-08,2020-07-29,
17326,M,66.31,66.74,Arts,84.83,Sci&Tech,False,0,92.72,Mkt&Fin,51.25,,True,2020-02-01,2020-06-08,3.0
17313,M,81.63,67.9,Science,73.88,Sci&Tech,False,0,95.28,Mkt&Fin,62.88,,False,2020-03-10,2020-06-21,3.0
17302,M,57.93,59.35,Commerce,82.7,Sci&Tech,False,0,83.2,Mkt&Fin,52.72,28700.0,False,2020-01-15,,
17316,M,67.56,67.47,Commerce,65.25,Comm&Mgmt,False,0,96.01,Mkt&HR,52.35,25600.0,True,2020-02-04,2020-08-23,
17392,F,52.33,63.78,Science,60.83,Sci&Tech,False,0,82.79,Mkt&Fin,51.53,,False,,2020-12-20,3.0
17266,F,56.9,67.82,Commerce,81.27,Comm&Mgmt,False,0,59.36,Mkt&Fin,70.16,,True,2020-03-18,,
17473,M,72.71,62.11,Arts,87.22,Comm&Mgmt,False,0,58.64,Mkt&HR,51.22,20000.0,True,2020-04-08,,4.0
17295,F,65.5,57.9,Commerce,82.95,Comm&Mgmt,False,0,62.96,Mkt&HR,51.32,22700.0,False,,,11.0
17360,M,79.03,77.53,Commerce,78.77,Sci&Tech,False,0,86.74,Mkt&Fin,66.61,20000.0,False,2020-07-28,,
17407,M,71.82,55.36,Commerce,71.04,Sci&Tech,False,0,58.62,Mkt&HR,51.89,23400.0,True,2020-02-24,2020-07-24,4.0
17337,M,87.23,82.41,Commerce,73.31,Comm&Mgmt,True,0,67.26,Mkt&Fin,64.84,,True,2020-07-24,2020-08-07,
17476,F,73.74,53.4,Science,75.92,Comm&Mgmt,True,1,79.87,Mkt&Fin,52.48,,False,2020-02-28,2020-06-18,
17275,F,77.38,57.36,Commerce,74.26,Sci&Tech,False,0,88.24,Mkt&HR,61.38,,True,2020-07-28,2020-03-30,4.0
17275,M,76.76,70.05,Arts,74.8,Comm&Mgmt,True,0,67.54,Mkt&Fin,53.21,,False,2020-04-05,,5.0
17279,F,81.66,47.74,Science,58.08,Comm&Mgmt,False,0,90.5,Mkt&Fin,51.88,,True,2020-07-27,,
17336,F,71.18,37.31,Commerce,74.6,Comm&Mgmt,True,0,96.75,Mkt&Fin,52.54,29800.0,True,2020-01-01,2020-07-26,
17280,M,62.18,53.82,Commerce,58.44,Comm&Mgmt,False,0,93.79,Mkt&Fin,57.08,,True,,2020-06-21,3.0
17307,F,49.68,58.79,Science,68.01,Comm&Mgmt,False,0,90.11,Mkt&Fin,51.28,,False,,2020-08-06,
17471,M,83.66,71.01,Science,79.54,Comm&Mgmt,True,0,72.79,Mkt&Fin,53.64,,True,,,3.0
17457,F,68.05,61.56,Commerce,81.85,Comm&Mgmt,False,0,70.82,Mkt&HR,63.21,26300.0,False,,,
17294,F,55.92,55.79,Science,76.09,Comm&Mgmt,True,0,75.24,Mkt&Fin,57.95,,True,,2020-06-09,3.0
17477,F,52.02,48.3,Commerce,78.85,Sci&Tech,True,0,94.51,Mkt&HR,57.0,27000.0,True,2020-02-18,2020-08-22,5.0
17472,F,64.41,80.22,Commerce,84.59,Others,False,0,88.69,Mkt&HR,73.01,24800.0,True,,,3.0
17295,F,65.2,47.41,Science,80.11,Sci&Tech,True,2,58.04,Mkt&HR,51.24,22900.0,True,2020-01-28,,
17438,M,81.53,68.09,Commerce,80.52,Comm&Mgmt,True,0,89.29,Mkt&HR,62.78,,True,,2020-08-06,
17447,F,58.55,71.09,Commerce,62.81,Others,False,1,92.36,Mkt&HR,68.98,24300.0,True,2020-03-20,2020-06-06,3.0
17270,F,85.86,58.24,Science,72.39,Comm&Mgmt,False,0,50.0,Mkt&Fin,51.35,,False,2020-03-11,,3.0
17265,M,65.25,57.21,Science,74.72,Comm&Mgmt,False,0,87.11,Mkt&Fin,53.23,,True,,2020-08-21,3.0
17305,M,53.1,37.43,Science,77.76,Others,False,0,57.52,Mkt&Fin,62.94,36100.0,False,2020-01-31,,
17468,F,83.32,58.27,Arts,63.65,Comm&Mgmt,False,0,71.57,Mkt&Fin,52.11,30200.0,True,2020-01-26,,3.0
17478,F,87.03,71.47,Science,64.66,Sci&Tech,False,2,65.67,Mkt&HR,54.21,20400.0,True,2020-01-24,,3.0
17451,M,78.4,91.56,Commerce,63.4,Sci&Tech,False,0,86.82,Mkt&Fin,54.78,26800.0,True,2020-02-09,2020-09-04,3.0
17454,M,77.95,69.52,Commerce,74.81,Sci&Tech,False,0,69.29,Mkt&HR,51.5,,False,2020-02-05,,3.0
17267,F,77.62,59.68,Science,83.34,Sci&Tech,False,0,66.08,Mkt&Fin,51.36,24900.0,True,2020-01-22,,
17441,M,85.38,71.36,Science,79.15,Comm&Mgmt,False,0,77.48,Mkt&Fin,51.58,,True,,2020-09-08,3.0
17454,M,54.85,57.18,Science,76.45,Comm&Mgmt,False,0,58.54,Mkt&HR,51.62,35300.0,False,2020-03-13,,4.0
17400,M,75.37,82.82,Commerce,78.48,Sci&Tech,False,0,66.92,Mkt&HR,54.95,20600.0,True,2020-02-16,2020-08-14,3.0
17290,M,71.79,80.54,Arts,56.42,Comm&Mgmt,False,0,69.97,Mkt&Fin,73.7,,True,,2020-08-22,3.0
17266,F,54.19,62.41,Commerce,61.67,Comm&Mgmt,True,0,84.12,Mkt&HR,51.45,27400.0,True,2020-01-19,,4.0
17285,M,86.06,65.3,Science,64.0,Comm&Mgmt,False,0,61.33,Mkt&HR,59.3,,True,2020-02-11,,4.0
17270,M,58.37,58.59,Commerce,58.37,Comm&Mgmt,False,0,63.56,Mkt&Fin,51.38,,False,,,3.0
17275,F,79.37,65.8,Arts,84.1,Comm&Mgmt,True,0,54.94,Mkt&HR,51.4,23500.0,False,,,
17391,F,77.66,78.25,Arts,75.28,Sci&Tech,False,0,60.04,Mkt&HR,51.68,,False,,2020-08-11,
17320,M,73.39,56.61,Commerce,58.13,Others,True,0,55.28,Mkt&HR,52.26,,False,,,
17275,M,55.23,60.9,Science,69.91,Comm&Mgmt,False,0,51.65,Mkt&HR,54.11,,True,,2020-07-23,4.0
17327,M,62.82,71.75,Commerce,62.83,Comm&Mgmt,False,0,55.75,Mkt&Fin,51.48,,True,,2020-07-24,
17291,M,87.44,78.42,Commerce,67.31,Comm&Mgmt,False,0,55.38,Mkt&Fin,51.25,30500.0,True,2020-04-03,,4.0
17291,M,85.97,73.56,Science,77.66,Comm&Mgmt,False,0,59.64,Mkt&Fin,51.63,32700.0,True,2020-01-29,,
17367,F,64.79,40.24,Commerce,78.81,Comm&Mgmt,False,0,74.55,Mkt&Fin,68.25,,True,,,7.0
17312,M,67.93,57.97,Commerce,75.92,Comm&Mgmt,True,0,52.07,Mkt&HR,63.38,20500.0,True,,,
17475,M,81.48,81.91,Science,73.45,Sci&Tech,False,0,93.02,Mkt&Fin,60.1,,True,2020-02-16,,
17293,F,54.13,59.24,Science,62.42,Comm&Mgmt,False,0,81.97,Mkt&Fin,51.6,25500.0,True,2020-03-08,,3.0
17352,F,59.48,45.42,Science,77.07,Comm&Mgmt,True,0,96.36,Mkt&Fin,51.92,21100.0,True,2020-01-27,2021-01-28,
17292,F,73.55,54.83,Science,64.14,Comm&Mgmt,True,0,55.04,Mkt&Fin,51.68,,True,,2020-05-17,
17389,M,55.91,41.21,Commerce,66.21,Comm&Mgmt,True,0,65.5,Mkt&Fin,51.73,20400.0,False,,,5.0
17449,M,70.51,48.76,Commerce,73.5,Sci&Tech,True,0,69.31,Mkt&Fin,56.75,,False,,2020-12-08,
17452,F,47.3,59.91,Commerce,54.78,Comm&Mgmt,False,0,51.36,Mkt&HR,52.62,21100.0,True,,2020-08-10,5.0
17287,F,83.39,84.04,Science,63.24,Comm&Mgmt,False,2,94.59,Mkt&HR,51.35,,False,2020-01-02,2020-10-03,6.0
17442,M,69.27,64.23,Commerce,75.7,Comm&Mgmt,True,0,96.48,Mkt&Fin,52.95,24900.0,False,,2020-10-27,
17474,M,62.35,60.51,Arts,74.18,Comm&Mgmt,True,0,80.16,Mkt&Fin,51.26,24700.0,False,,2020-06-24,3.0
17471,F,46.57,40.82,Science,78.92,Comm&Mgmt,False,1,90.09,Mkt&HR,52.97,,False,2020-01-04,,
17290,F,87.92,70.21,Arts,58.16,Comm&Mgmt,True,0,90.19,Mkt&HR,56.44,21500.0,True,2020-03-20,2020-07-11,8.0
17270,M,65.16,38.35,Science,71.29,Others,False,0,92.49,Mkt&Fin,51.24,25900.0,True,,2020-08-12,
17292,F,68.16,55.8,Commerce,58.16,Comm&Mgmt,False,0,67.1,Mkt&HR,51.24,22200.0,True,,,7.0
17324,M,56.18,64.32,Science,64.58,Comm&Mgmt,False,0,54.81,Mkt&Fin,51.65,26500.0,True,2020-02-27,,3.0
17473,F,63.15,70.04,Arts,54.71,Comm&Mgmt,False,1,67.97,Mkt&Fin,51.43,25200.0,True,,,3.0
17307,M,63.56,53.99,Commerce,69.44,Others,False,0,91.76,Mkt&Fin,51.47,30000.0,True,2020-01-15,,
17335,F,49.01,53.64,Arts,66.09,Sci&Tech,False,0,92.33,Mkt&Fin,53.07,,True,2020-01-25,2020-12-19,3.0
17311,F,87.6,76.22,Arts,85.03,Comm&Mgmt,False,0,53.83,Mkt&Fin,51.22,30700.0,True,2020-01-15,,
17267,F,71.81,57.18,Science,56.2,Comm&Mgmt,False,0,70.01,Mkt&HR,55.84,26900.0,True,2020-03-15,2020-08-15,
